,content,style,softmax,AE_L1,iters,w_c,rejected
51,cbis_ddsm_1753.jpg,breast_scan_china_612.jpeg,0.501,0.51175165,250,1,True
52,cbis_ddsm_1753.jpg,breast_scan_china_612.jpeg,0.501,0.52900743,350,1,True
53,cbis_ddsm_1753.jpg,breast_scan_china_612.jpeg,0.501,0.51676893,250,5,True
54,cbis_ddsm_1753.jpg,breast_scan_china_612.jpeg,0.686,0.4947939,250,10,True
55,cbis_ddsm_1753.jpg,breast_scan_china_612.jpeg,0.681,0.48008543,250,25,True
56,cbis_ddsm_1753.jpg,breast_scan_china_612.jpeg,0.692,0.483577,250,50,True
57,cbis_ddsm_2420.jpg,cbis_ddsm_326.jpg,0.594,0.47066346,250,1,True
58,cbis_ddsm_2420.jpg,cbis_ddsm_326.jpg,0.598,0.4549074,350,1,True
59,cbis_ddsm_2420.jpg,cbis_ddsm_326.jpg,0.485,0.423869,250,5,True
60,cbis_ddsm_2420.jpg,cbis_ddsm_326.jpg,0.278,0.44291565,250,10,True
61,cbis_ddsm_2420.jpg,cbis_ddsm_326.jpg,0.263,0.45419335,250,25,True
62,cbis_ddsm_2420.jpg,cbis_ddsm_326.jpg,0.445,0.4641634,250,50,True
63,breast_scan_china_1326.jpeg,breast_scan_china_752.jpeg,0.565,0.45993805,250,1,True
64,breast_scan_china_1326.jpeg,breast_scan_china_752.jpeg,0.71,0.42227656,350,1,False
65,cbis_ddsm_1544.jpg,breast_scan_china_637.jpeg,0.507,0.48148364,250,1,True
66,cbis_ddsm_1544.jpg,breast_scan_china_637.jpeg,0.507,0.6489763,350,1,True
67,cbis_ddsm_1544.jpg,breast_scan_china_637.jpeg,0.507,0.59944,250,5,True
68,cbis_ddsm_1544.jpg,breast_scan_china_637.jpeg,0.502,0.4702755,250,10,True
69,cbis_ddsm_1544.jpg,breast_scan_china_637.jpeg,0.85,0.4817196,250,25,False
70,cbis_ddsm_3087.jpg,cbis_ddsm_1051.jpg,0.778,0.40871763,250,1,False
71,cbis_ddsm_1380.jpg,cbis_ddsm_891.jpg,0.775,0.49022096,250,1,False
72,cbis_ddsm_3.jpg,breast_scan_china_2802.jpeg,0.775,0.5302549,250,1,True
73,cbis_ddsm_3.jpg,breast_scan_china_2802.jpeg,0.775,0.52888924,350,1,True
74,cbis_ddsm_3.jpg,breast_scan_china_2802.jpeg,0.775,0.587691,250,5,True
75,cbis_ddsm_3.jpg,breast_scan_china_2802.jpeg,0.701,0.38918748,250,10,False
76,breast_scan_china_1059.jpeg,breast_scan_china_2726.jpeg,0.465,0.43050548,250,1,True
77,breast_scan_china_1059.jpeg,breast_scan_china_2726.jpeg,0.459,0.42387956,350,1,True
78,breast_scan_china_1059.jpeg,breast_scan_china_2726.jpeg,0.449,0.435263,250,5,True
79,breast_scan_china_1059.jpeg,breast_scan_china_2726.jpeg,0.408,0.43319365,250,10,True
80,breast_scan_china_1059.jpeg,breast_scan_china_2726.jpeg,0.372,0.40241876,250,25,True
81,breast_scan_china_1059.jpeg,breast_scan_china_2726.jpeg,0.396,0.4268433,250,50,True
82,cbis_ddsm_206.jpg,cbis_ddsm_655.jpg,0.687,0.44061685,250,1,True
83,cbis_ddsm_206.jpg,cbis_ddsm_655.jpg,0.652,0.4350533,350,1,True
84,cbis_ddsm_206.jpg,cbis_ddsm_655.jpg,0.647,0.43436968,250,5,True
85,cbis_ddsm_206.jpg,cbis_ddsm_655.jpg,0.673,0.42929155,250,10,True
86,cbis_ddsm_206.jpg,cbis_ddsm_655.jpg,0.712,0.43246707,250,25,False
87,cbis_ddsm_372.jpg,breast_scan_china_734.jpeg,0.706,0.480277,250,1,False
88,breast_scan_china_1272.jpeg,breast_scan_china_2579.jpeg,0.706,0.5046684,250,1,True
89,breast_scan_china_1272.jpeg,breast_scan_china_2579.jpeg,0.307,0.49338114,350,1,True
90,breast_scan_china_1272.jpeg,breast_scan_china_2579.jpeg,0.296,0.4956425,250,5,True
91,breast_scan_china_1272.jpeg,breast_scan_china_2579.jpeg,0.32,0.49867848,250,10,True
92,breast_scan_china_1272.jpeg,breast_scan_china_2579.jpeg,0.319,0.49969745,250,25,True
93,breast_scan_china_1272.jpeg,breast_scan_china_2579.jpeg,0.306,0.49122542,250,50,True
94,cbis_ddsm_1355.jpg,breast_scan_china_3167.jpeg,0.306,0.5242975,250,1,True
95,cbis_ddsm_1355.jpg,breast_scan_china_3167.jpeg,0.306,0.52913207,350,1,True
96,cbis_ddsm_1355.jpg,breast_scan_china_3167.jpeg,0.306,0.5296214,250,5,True
97,cbis_ddsm_1355.jpg,breast_scan_china_3167.jpeg,0.306,0.56098735,250,10,True
98,cbis_ddsm_1355.jpg,breast_scan_china_3167.jpeg,0.897,0.36878017,250,25,False
99,breast_scan_china_324.jpeg,breast_scan_china_298.jpeg,0.437,0.4390862,250,1,True
100,breast_scan_china_324.jpeg,breast_scan_china_298.jpeg,0.619,0.22517928,350,1,True
101,breast_scan_china_324.jpeg,breast_scan_china_298.jpeg,0.434,0.43806574,250,5,True
102,breast_scan_china_324.jpeg,breast_scan_china_298.jpeg,0.454,0.4370722,250,10,True
103,breast_scan_china_324.jpeg,breast_scan_china_298.jpeg,0.464,0.43640763,250,25,True
104,breast_scan_china_324.jpeg,breast_scan_china_298.jpeg,0.476,0.43580353,250,50,True
105,breast_scan_china_451.jpeg,breast_scan_china_2249.jpeg,0.658,0.41306406,250,1,True
106,breast_scan_china_451.jpeg,breast_scan_china_2249.jpeg,0.618,0.417319,350,1,True
107,breast_scan_china_451.jpeg,breast_scan_china_2249.jpeg,0.39,0.44852984,250,5,True
108,breast_scan_china_451.jpeg,breast_scan_china_2249.jpeg,0.365,0.40287414,250,10,True
109,breast_scan_china_451.jpeg,breast_scan_china_2249.jpeg,0.62,0.46642056,250,25,True
110,breast_scan_china_451.jpeg,breast_scan_china_2249.jpeg,0.398,0.4711046,250,50,True
111,breast_scan_china_441.jpeg,cbis_ddsm_1051.jpg,0.532,0.48312104,250,1,True
112,breast_scan_china_441.jpeg,cbis_ddsm_1051.jpg,0.552,0.48182762,350,1,True
113,breast_scan_china_441.jpeg,cbis_ddsm_1051.jpg,0.509,0.48149222,250,5,True
114,breast_scan_china_441.jpeg,cbis_ddsm_1051.jpg,0.472,0.47643867,250,10,True
115,breast_scan_china_441.jpeg,cbis_ddsm_1051.jpg,0.378,0.47387213,250,25,True
116,breast_scan_china_441.jpeg,cbis_ddsm_1051.jpg,0.378,0.57089514,250,50,True
117,cbis_ddsm_619.jpg,cbis_ddsm_1017.jpg,0.669,0.47733524,250,1,True
118,cbis_ddsm_619.jpg,cbis_ddsm_1017.jpg,0.65,0.4732,350,1,True
119,cbis_ddsm_619.jpg,cbis_ddsm_1017.jpg,0.668,0.46727028,250,5,True
120,cbis_ddsm_619.jpg,cbis_ddsm_1017.jpg,0.69,0.46184933,250,10,True
121,cbis_ddsm_619.jpg,cbis_ddsm_1017.jpg,0.68,0.46381152,250,25,True
122,cbis_ddsm_619.jpg,cbis_ddsm_1017.jpg,0.674,0.47102192,250,50,True
123,breast_scan_china_1345.jpeg,breast_scan_china_2257.jpeg,0.44,0.48678923,250,1,True
124,breast_scan_china_1345.jpeg,breast_scan_china_2257.jpeg,0.444,0.47807303,350,1,True
125,breast_scan_china_1345.jpeg,breast_scan_china_2257.jpeg,0.45,0.48560476,250,5,True
126,breast_scan_china_1345.jpeg,breast_scan_china_2257.jpeg,0.407,0.4858757,250,10,True
127,breast_scan_china_1345.jpeg,breast_scan_china_2257.jpeg,0.4,0.48631558,250,25,True
128,breast_scan_china_1345.jpeg,breast_scan_china_2257.jpeg,0.388,0.49211952,250,50,True
129,cbis_ddsm_2710.jpg,breast_scan_china_2726.jpeg,0.388,0.538973,250,1,True
130,cbis_ddsm_2710.jpg,breast_scan_china_2726.jpeg,0.388,0.51317286,350,1,True
131,cbis_ddsm_2710.jpg,breast_scan_china_2726.jpeg,0.388,0.58797836,250,5,True
132,cbis_ddsm_2710.jpg,breast_scan_china_2726.jpeg,0.632,0.41334075,250,10,True
133,cbis_ddsm_2710.jpg,breast_scan_china_2726.jpeg,0.576,0.44041628,250,25,True
134,cbis_ddsm_2710.jpg,breast_scan_china_2726.jpeg,0.585,0.43276983,250,50,True
135,cbis_ddsm_367.jpg,cbis_ddsm_976.jpg,0.68,0.46716246,250,1,True
136,cbis_ddsm_367.jpg,cbis_ddsm_976.jpg,0.677,0.4641409,350,1,True
137,cbis_ddsm_367.jpg,cbis_ddsm_976.jpg,0.676,0.46976793,250,5,True
138,cbis_ddsm_367.jpg,cbis_ddsm_976.jpg,0.683,0.47868073,250,10,True
139,cbis_ddsm_367.jpg,cbis_ddsm_976.jpg,0.663,0.47690767,250,25,True
140,cbis_ddsm_367.jpg,cbis_ddsm_976.jpg,0.734,0.48152697,250,50,False
141,cbis_ddsm_2667.jpg,cbis_ddsm_1841.jpg,0.803,0.4666316,250,1,False
142,cbis_ddsm_1995.jpg,breast_scan_china_2897.jpeg,0.803,0.50689274,250,1,True
143,cbis_ddsm_1995.jpg,breast_scan_china_2897.jpeg,0.589,0.49181226,350,1,True
144,cbis_ddsm_1995.jpg,breast_scan_china_2897.jpeg,0.659,0.49551937,250,5,True
145,cbis_ddsm_1995.jpg,breast_scan_china_2897.jpeg,0.575,0.4925649,250,10,True
146,cbis_ddsm_1995.jpg,breast_scan_china_2897.jpeg,0.575,0.50583124,250,25,True
147,cbis_ddsm_1995.jpg,breast_scan_china_2897.jpeg,0.575,0.5044292,250,50,True
148,cbis_ddsm_1032.jpg,cbis_ddsm_746.jpg,0.678,0.46806112,250,1,True
149,cbis_ddsm_1032.jpg,cbis_ddsm_746.jpg,0.641,0.45887825,350,1,True
150,cbis_ddsm_1032.jpg,cbis_ddsm_746.jpg,0.709,0.45974022,250,5,False
151,cbis_ddsm_905.jpg,breast_scan_china_3268.jpeg,0.841,0.44320694,250,1,False
152,cbis_ddsm_1009.jpg,cbis_ddsm_2065.jpg,0.841,0.5381551,250,1,True
153,cbis_ddsm_1009.jpg,cbis_ddsm_2065.jpg,0.841,0.5318838,350,1,True
154,cbis_ddsm_1009.jpg,cbis_ddsm_2065.jpg,0.841,0.53551793,250,5,True
155,cbis_ddsm_1009.jpg,cbis_ddsm_2065.jpg,0.841,0.53275007,250,10,True
156,cbis_ddsm_1009.jpg,cbis_ddsm_2065.jpg,0.841,0.5123333,250,25,True
157,cbis_ddsm_1009.jpg,cbis_ddsm_2065.jpg,0.669,0.48393193,250,50,True
158,cbis_ddsm_1246.jpg,breast_scan_china_3697.jpeg,0.669,0.51585853,250,1,True
159,cbis_ddsm_1246.jpg,breast_scan_china_3697.jpeg,0.669,0.5476414,350,1,True
160,cbis_ddsm_1246.jpg,breast_scan_china_3697.jpeg,0.669,0.6384496,250,5,True
161,cbis_ddsm_1246.jpg,breast_scan_china_3697.jpeg,0.669,0.6017597,250,10,True
162,cbis_ddsm_1246.jpg,breast_scan_china_3697.jpeg,0.669,0.54103285,250,25,True
163,cbis_ddsm_1246.jpg,breast_scan_china_3697.jpeg,0.669,0.5343043,250,50,True
164,cbis_ddsm_2938.jpg,breast_scan_china_2695.jpeg,0.669,0.5120962,250,1,True
165,cbis_ddsm_2938.jpg,breast_scan_china_2695.jpeg,0.669,0.6281045,350,1,True
166,cbis_ddsm_2938.jpg,breast_scan_china_2695.jpeg,0.705,0.45178026,250,5,False
167,cbis_ddsm_2010.jpg,cbis_ddsm_2325.jpg,0.331,0.44193283,250,1,True
168,cbis_ddsm_2010.jpg,cbis_ddsm_2325.jpg,0.331,0.62537694,350,1,True
169,cbis_ddsm_2010.jpg,cbis_ddsm_2325.jpg,0.675,0.47523957,250,5,True
170,cbis_ddsm_2010.jpg,cbis_ddsm_2325.jpg,0.663,0.46746498,250,10,True
171,cbis_ddsm_2010.jpg,cbis_ddsm_2325.jpg,0.677,0.4634562,250,25,True
172,cbis_ddsm_2010.jpg,cbis_ddsm_2325.jpg,0.687,0.4627467,250,50,True
173,breast_scan_china_1175.jpeg,cbis_ddsm_2832.jpg,0.711,0.451787,250,1,False
174,cbis_ddsm_2595.jpg,breast_scan_china_3684.jpeg,0.651,0.49553594,250,1,True
175,cbis_ddsm_2595.jpg,breast_scan_china_3684.jpeg,0.651,0.5492689,350,1,True
176,cbis_ddsm_2595.jpg,breast_scan_china_3684.jpeg,0.651,0.51422894,250,5,True
177,cbis_ddsm_2595.jpg,breast_scan_china_3684.jpeg,0.45,0.393268,250,10,True
178,cbis_ddsm_2595.jpg,breast_scan_china_3684.jpeg,0.45,0.59200287,250,25,True
179,cbis_ddsm_2595.jpg,breast_scan_china_3684.jpeg,0.45,0.5105353,250,50,True
180,cbis_ddsm_428.jpg,cbis_ddsm_2439.jpg,0.725,0.44158527,250,1,False
181,cbis_ddsm_1386.jpg,breast_scan_china_1688.jpeg,0.725,0.50942135,250,1,True
182,cbis_ddsm_1386.jpg,breast_scan_china_1688.jpeg,0.302,0.46917132,350,1,True
183,cbis_ddsm_1386.jpg,breast_scan_china_1688.jpeg,0.302,0.55476874,250,5,True
184,cbis_ddsm_1386.jpg,breast_scan_china_1688.jpeg,0.302,0.52816236,250,10,True
185,cbis_ddsm_1386.jpg,breast_scan_china_1688.jpeg,0.302,0.59308076,250,25,True
186,cbis_ddsm_1386.jpg,breast_scan_china_1688.jpeg,0.63,0.452584,250,50,True
187,cbis_ddsm_396.jpg,breast_scan_china_666.jpeg,0.536,0.43943468,250,1,True
188,cbis_ddsm_396.jpg,breast_scan_china_666.jpeg,0.736,0.42849642,350,1,False
189,cbis_ddsm_2762.jpg,cbis_ddsm_2905.jpg,0.644,0.4800591,250,1,True
190,cbis_ddsm_2762.jpg,cbis_ddsm_2905.jpg,0.616,0.4744152,350,1,True
191,cbis_ddsm_2762.jpg,cbis_ddsm_2905.jpg,0.655,0.47503018,250,5,True
192,cbis_ddsm_2762.jpg,cbis_ddsm_2905.jpg,0.672,0.4749307,250,10,True
193,cbis_ddsm_2762.jpg,cbis_ddsm_2905.jpg,0.674,0.4733335,250,25,True
194,cbis_ddsm_2762.jpg,cbis_ddsm_2905.jpg,0.678,0.47904462,250,50,True
195,breast_scan_china_967.jpeg,cbis_ddsm_112.jpg,0.525,0.46167636,250,1,True
196,breast_scan_china_967.jpeg,cbis_ddsm_112.jpg,0.487,0.45523584,350,1,True
197,breast_scan_china_967.jpeg,cbis_ddsm_112.jpg,0.509,0.44110724,250,5,True
198,breast_scan_china_967.jpeg,cbis_ddsm_112.jpg,0.522,0.4492244,250,10,True
199,breast_scan_china_967.jpeg,cbis_ddsm_112.jpg,0.521,0.44559994,250,25,True
200,breast_scan_china_967.jpeg,cbis_ddsm_112.jpg,0.534,0.46053192,250,50,True
201,cbis_ddsm_1697.jpg,cbis_ddsm_3170.jpg,0.751,0.48556873,250,1,False
202,breast_scan_china_1175.jpeg,breast_scan_china_3278.jpeg,0.621,0.45405653,250,1,True
203,breast_scan_china_1175.jpeg,breast_scan_china_3278.jpeg,0.585,0.44496262,350,1,True
204,breast_scan_china_1175.jpeg,breast_scan_china_3278.jpeg,0.818,0.41472018,250,5,False
205,breast_scan_china_1082.jpeg,cbis_ddsm_976.jpg,0.6,0.4069115,250,1,True
206,breast_scan_china_1082.jpeg,cbis_ddsm_976.jpg,0.678,0.43800268,350,1,True
207,breast_scan_china_1082.jpeg,cbis_ddsm_976.jpg,0.603,0.418029,250,5,True
208,breast_scan_china_1082.jpeg,cbis_ddsm_976.jpg,0.651,0.41739637,250,10,True
209,breast_scan_china_1082.jpeg,cbis_ddsm_976.jpg,0.463,0.40712717,250,25,True
210,breast_scan_china_1082.jpeg,cbis_ddsm_976.jpg,0.447,0.4099349,250,50,True
211,cbis_ddsm_1426.jpg,cbis_ddsm_2438.jpg,0.572,0.46531537,250,1,True
212,cbis_ddsm_1426.jpg,cbis_ddsm_2438.jpg,0.552,0.44865054,350,1,True
213,cbis_ddsm_1426.jpg,cbis_ddsm_2438.jpg,0.498,0.4630752,250,5,True
214,cbis_ddsm_1426.jpg,cbis_ddsm_2438.jpg,0.569,0.47056332,250,10,True
215,cbis_ddsm_1426.jpg,cbis_ddsm_2438.jpg,0.577,0.45726871,250,25,True
216,cbis_ddsm_1426.jpg,cbis_ddsm_2438.jpg,0.589,0.46842104,250,50,True
217,breast_scan_china_1315.jpeg,cbis_ddsm_465.jpg,0.833,0.43811765,250,1,False
218,cbis_ddsm_578.jpg,breast_scan_china_2802.jpeg,0.833,0.52133226,250,1,True
219,cbis_ddsm_578.jpg,breast_scan_china_2802.jpeg,0.73,0.47042012,350,1,False
220,cbis_ddsm_1178.jpg,cbis_ddsm_2183.jpg,0.723,0.49640492,250,1,False
221,breast_scan_china_1474.jpeg,cbis_ddsm_161.jpg,0.676,0.48833752,250,1,True
222,breast_scan_china_1474.jpeg,cbis_ddsm_161.jpg,0.707,0.48743543,350,1,False
223,cbis_ddsm_1277.jpg,cbis_ddsm_3209.jpg,0.707,0.50272834,250,1,True
224,cbis_ddsm_1277.jpg,cbis_ddsm_3209.jpg,0.624,0.44316244,350,1,True
225,cbis_ddsm_1277.jpg,cbis_ddsm_3209.jpg,0.731,0.45911336,250,5,False
226,cbis_ddsm_312.jpg,cbis_ddsm_1804.jpg,0.461,0.47804928,250,1,True
227,cbis_ddsm_312.jpg,cbis_ddsm_1804.jpg,0.711,0.49471375,350,1,False
228,cbis_ddsm_1666.jpg,cbis_ddsm_2313.jpg,0.652,0.46901974,250,1,True
229,cbis_ddsm_1666.jpg,cbis_ddsm_2313.jpg,0.668,0.46748278,350,1,True
230,cbis_ddsm_1666.jpg,cbis_ddsm_2313.jpg,0.644,0.46177968,250,5,True
231,cbis_ddsm_1666.jpg,cbis_ddsm_2313.jpg,0.593,0.45976794,250,10,True
232,cbis_ddsm_1666.jpg,cbis_ddsm_2313.jpg,0.563,0.4655852,250,25,True
233,cbis_ddsm_1666.jpg,cbis_ddsm_2313.jpg,0.571,0.46922886,250,50,True
234,cbis_ddsm_312.jpg,cbis_ddsm_3170.jpg,0.715,0.46771652,250,1,False
235,cbis_ddsm_605.jpg,breast_scan_china_656.jpeg,0.521,0.48040524,250,1,True
236,cbis_ddsm_605.jpg,breast_scan_china_656.jpeg,0.416,0.47423217,350,1,True
237,cbis_ddsm_605.jpg,breast_scan_china_656.jpeg,0.364,0.47391728,250,5,True
238,cbis_ddsm_605.jpg,breast_scan_china_656.jpeg,0.719,0.42642927,250,10,False
239,cbis_ddsm_788.jpg,breast_scan_china_3153.jpeg,0.635,0.4882571,250,1,True
240,cbis_ddsm_788.jpg,breast_scan_china_3153.jpeg,0.635,0.65849644,350,1,True
241,cbis_ddsm_788.jpg,breast_scan_china_3153.jpeg,0.826,0.38688233,250,5,False
242,cbis_ddsm_41.jpg,cbis_ddsm_655.jpg,0.679,0.4695384,250,1,True
243,cbis_ddsm_41.jpg,cbis_ddsm_655.jpg,0.671,0.47148365,350,1,True
244,cbis_ddsm_41.jpg,cbis_ddsm_655.jpg,0.672,0.46535736,250,5,True
245,cbis_ddsm_41.jpg,cbis_ddsm_655.jpg,0.637,0.4638685,250,10,True
246,cbis_ddsm_41.jpg,cbis_ddsm_655.jpg,0.565,0.43660888,250,25,True
247,cbis_ddsm_41.jpg,cbis_ddsm_655.jpg,0.564,0.4819677,250,50,True
248,cbis_ddsm_1269.jpg,breast_scan_china_2802.jpeg,0.559,0.43539318,250,1,True
249,cbis_ddsm_1269.jpg,breast_scan_china_2802.jpeg,0.598,0.4005875,350,1,True
250,cbis_ddsm_1269.jpg,breast_scan_china_2802.jpeg,0.812,0.4287617,250,5,False
251,cbis_ddsm_567.jpg,breast_scan_china_738.jpeg,0.507,0.4389856,250,1,True
252,cbis_ddsm_567.jpg,breast_scan_china_738.jpeg,0.507,0.6346889,350,1,True
253,cbis_ddsm_567.jpg,breast_scan_china_738.jpeg,0.306,0.41560787,250,5,True
254,cbis_ddsm_567.jpg,breast_scan_china_738.jpeg,0.397,0.414727,250,10,True
255,cbis_ddsm_567.jpg,breast_scan_china_738.jpeg,0.451,0.45899177,250,25,True
256,cbis_ddsm_567.jpg,breast_scan_china_738.jpeg,0.489,0.46933892,250,50,True
257,cbis_ddsm_789.jpg,cbis_ddsm_1002.jpg,0.489,0.5763567,250,1,True
258,cbis_ddsm_789.jpg,cbis_ddsm_1002.jpg,0.489,0.57860935,350,1,True
259,cbis_ddsm_789.jpg,cbis_ddsm_1002.jpg,0.489,0.50241214,250,5,True
260,cbis_ddsm_789.jpg,cbis_ddsm_1002.jpg,0.743,0.4506322,250,10,False
261,cbis_ddsm_400.jpg,cbis_ddsm_3205.jpg,0.536,0.42389336,250,1,True
262,cbis_ddsm_400.jpg,cbis_ddsm_3205.jpg,0.537,0.4276759,350,1,True
263,cbis_ddsm_400.jpg,cbis_ddsm_3205.jpg,0.495,0.42587045,250,5,True
264,cbis_ddsm_400.jpg,cbis_ddsm_3205.jpg,0.499,0.39512423,250,10,True
265,cbis_ddsm_400.jpg,cbis_ddsm_3205.jpg,0.543,0.4372592,250,25,True
266,cbis_ddsm_400.jpg,cbis_ddsm_3205.jpg,0.486,0.38499466,250,50,True
267,cbis_ddsm_1839.jpg,breast_scan_china_3147.jpeg,0.486,0.50631434,250,1,True
268,cbis_ddsm_1839.jpg,breast_scan_china_3147.jpeg,0.529,0.49569887,350,1,True
269,cbis_ddsm_1839.jpg,breast_scan_china_3147.jpeg,0.447,0.49247158,250,5,True
270,cbis_ddsm_1839.jpg,breast_scan_china_3147.jpeg,0.315,0.45742953,250,10,True
271,cbis_ddsm_1839.jpg,breast_scan_china_3147.jpeg,0.419,0.4793764,250,25,True
272,cbis_ddsm_1839.jpg,breast_scan_china_3147.jpeg,0.632,0.49565098,250,50,True
273,cbis_ddsm_984.jpg,breast_scan_china_2666.jpeg,0.632,0.5708359,250,1,True
274,cbis_ddsm_984.jpg,breast_scan_china_2666.jpeg,0.632,0.5613979,350,1,True
275,cbis_ddsm_984.jpg,breast_scan_china_2666.jpeg,0.302,0.47419947,250,5,True
276,cbis_ddsm_984.jpg,breast_scan_china_2666.jpeg,0.617,0.48937786,250,10,True
277,cbis_ddsm_984.jpg,breast_scan_china_2666.jpeg,0.676,0.48458683,250,25,True
278,cbis_ddsm_984.jpg,breast_scan_china_2666.jpeg,0.504,0.4815063,250,50,True
279,cbis_ddsm_2939.jpg,breast_scan_china_1616.jpeg,0.504,0.52328134,250,1,True
280,cbis_ddsm_2939.jpg,breast_scan_china_1616.jpeg,0.628,0.49400273,350,1,True
281,cbis_ddsm_2939.jpg,breast_scan_china_1616.jpeg,0.628,0.5316861,250,5,True
